text,contempt
@realdonaldtrump @potus what about those affected by hurricane maria in puerto rico ( a.k.a . the united states ) last week ?,1
this shit is a category 6 hurricane ! hurricane dawn fucking shit up ! @dawnrichard https://t.co/btuxjp5x99,0
hurricane harvey survivor destroys cnn reporter for bringing cameras into a shelter https://t.co/iyzpkjvi8t,0
prayers # harvey https://t.co/d5rxe8u5au,0
live cam : hurricane maria hit to puerto rico https://t.co/hz189pljjp via @youtube,0
astonishing how quickly @cnn et al have stopped covering # houston # hurricaneharvey . much easier to stand in the rain than report on recovery,1
thursday am . hurricane hunters finding max sustained sfc wind estimated 113 mph with cat 3 hurricane # maria . @kmbc https://t.co/poy2pcnt6v,0
"imagine being so close minded that you re more worried about men kneeling , than the hurricane victims stuck in airports w/ out food or water",1
alert . french cameroon army destroying our properties . # freesoutherncameroons # restorationnow @pr_paul_biya https://t.co/s7ww1pacwn,1
# texas carpet bombs its hurricane - traumatized victims w / neurological poisons sprayed from military planes https://t.co/gdva2jzw3d # harvey,1
@evrythingsanail @9news @dpsnewsnow that 's what drives the severity of these unfounded racial accusations . damage w https://t.co/cuej22meqp,0
miami beach looks eerily deserted after millions of residents and holidaymakers flee https://t.co/197kmsk3gl https://t.co/dazaeo5p4n,1
hurricane victims are getting free abortions from this group via @lifezette https://t.co/ofsl1ym8r6,1
am markets : cotton market cools as hurricane irma loses pace https://t.co/iiprszkzn3,1
feminist activist @lsarsour slammed for # harvey fundraising tweet https://t.co/ynwde1hcmy,1
media reaction : hurricane irma and climate change https://t.co/j4gwn96045 # hurricaneirma # mediareaction,0
# puertorico is a us territory . why has nt fema been deployed to the island ? why has nt 45 gone to puerto rico ? # puertoricorelief,1
"additionally , here 's a list of relief / donation drop off locations in multiple states : https://t.co/svyxgkf6ci # puertorico # hurricanemaria",1
houston texans star j.j. watt voted to associated press all - pro team # nfl https://t.co/m1nsznqg4e,1
@jdiamond1 @realdonaldtrump so they are raising money to pay trump lawyers rather than donating money to puerto rico and vi ?,1
trump 's budget would cut superfund et al programs by 36 percent and 25 percent https://t.co/zbdqc306yu,0
@realdonaldtrump were are you on the real issue of the 3.5 million americans in the u.s territory of puerto rico needing your help now !,1
rise in fuel prices is temp & due to hurricane in us . only god can save us from fm . fuel price rise due to hurrican https://t.co/yyx400s6xc,0
@cbsnews @jamieyuccas i heard cbs is blaming pres trump for the hurricane .. unreal .. cbs has gone over the hill to in https://t.co/cycuwattes,1
"@realdonaldtrump churches do n't pay taxes ! they should be the last to get relief funds from the government , wtf ! # impeachtrumpnow",1
"@docrocktex26 almost no reporting of the fact desperate , dying people in puerto rico have received very little assi https://t.co/jctnnuukm6",0
"in houston , children are likely to experience trauma from hurricane harvey : npr https://t.co/jeu6trk1b1",0
"# impeach # impeachtrump # resist https://t.co/zmgnhqyfbt "" here it comes irma is here "" : billweircnn reporting live from key largo , flor",1
back to high ground & out of the wind . power lines coming down and arching big time . # harvey that was scary ! https://t.co/wegsd3bltk,1
the relationship between hurricanes and # climatechange - # harvey # hurricaneharvey https://t.co/at9be2w2fk,0
"trump : "" hurricane irma ... looking like it 's going to be pretty bad ... "" it 's forecast to flatten florida , its catastrophic , you prick .",0
@moneypennynaked fyi the first thing needed when you lose your home and all possessions and have no food or water https://t.co/4efe5qhscg,0
in pictures : hurricane maria pummels puerto rico https://t.co/0vsy264swj - # maria # puertorico,0
hurricane harvey hits texas hard # hurricaneharvey # texas # harvey # category4 # rockport # corpuschristi # hurricane https://t.co/gomerhin2j,0
""" intensification during landfall similar to andrew "" . best texan comparison : the peak intensity of bret ( 1999 ) ? https://t.co/z9xzhljixr",1
when to use a public adjuster for hurricane insurance claims - https://t.co/x40puyn0in,0
members of houston mennonite church are raising funds to help # harveyrelief efforts for undocumented individuals https://t.co/3lru1mpxi3,0
hurricane irma update https://t.co/xxckvl8gmh https://t.co/mt6fawf6v8,0
people are dying of thirst in puerto rico and wh says it may be another 3 weeks before they ask congress for pr aid .,0
"https://t.co/ggymgrhn38 they wo n't break the saffir - simpson scale , but meltzer breaks his , what , four times in one year ?",1
"oh yeah . very warm of you to accuse them of breaking the budget and congratulating them on "" only "" 16 dead . very war https://t.co/t8l5dbu1mt",1
america read carefully my warning intents to impeach donald trump will lead straight into a divided nation civil war where ... many will die,1
"additionally , here 's a list of relief / donation drop off locations in multiple states : https://t.co/svyxgkf6ci # puertorico # hurricanemaria",0
headline : white house to needlessly wait 3 weeks to address humanitarian crisis impacting 3.5 million american citi https://t.co/wdpjek5zsr,0
"if we want to lower the cost of government , we can start with the money trump spends at office max . # biglymap # irma https://t.co/w57i5b3vjt",1
@convertbond why not borrow against the 18 % .. why take the hit- even ltcg ? why not gift 3 % to countries hit by ir https://t.co/fjuwgqxe00,1
# _ _ # irma # ryaninternationalschool kenyan fake witch doctors exposed by a cctv footage in mombasa ! https://t.co/6ppr7p8wzp,0
britain battered by wet weather as hurricane remnants head to uk https://t.co/g07cyoaa7t via @metrouk,1
this hurricane is a troll https://t.co/v2p8yoattc,1
proof hurricane harvey & others are created by nasa https://t.co/wql5irm3fa,0
still breaks my heart to see those islands and florida going through the hurricane ... sending prayers .,0
"alert : as soon as the wind shifts direction , the water will come back quickly . # besafe # hurricaneirma # irma https://t.co/8pwtutczig",0
this is outrageous ..... the burma muslims are being slaughtered and qatar is helping usa .... hugely disappointing s https://t.co/r28wdevepi,1
timesofindia : all indians safe following irma landfall : sushmaswaraj https://t.co/rgtz2hpjqb https://t.co/qhf6vow54t,0
prepping for a hurricane : my food & water haul https://t.co/f3tilszbau,0
@realdonaldtrump your lack of empathy is disgusting . tone deaf x1000 . you are more of a menace to western society than any hurricane . evil !,0
city of houston is requesting that the state senator group representing houston to advocate for city to receive a portion of rainy day fund,0
it 's 9/11 . tell a cop or firefighter thank you today . and irma passed over north hillsborough last night with minim https://t.co/ji2ikmrhqs,1
@convertbond why not borrow against the 18 % .. why take the hit- even ltcg ? why not gift 3 % to countries hit by ir https://t.co/fjuwgqxe00,0
"flashlights blazing , chanting in the rain . # jasonstockley # stlprotest # stlverdict https://t.co/jlyfqlbz36",1
pres trump says next tuesday is the earliest he can visit puerto rico without interfering with relief efforts .,0
@alivelshi @staceyplaskett burma : they are killing 1 million poor people just because they are muslims . this is sic https://t.co/q5rxym1499,0
@cnnpolitics jlo has spoken more about hurricane relief than the president . jenny from the fucking block . your reviews are shit .,1
@business @ntrsfrml in other bad news irma fails to only hit mar - a - largo .,0
solar activity behind unusually severe hurricane season ? https://t.co/bccw9mm3xl,1
global lessons from hurricane harvey [ video ] https://t.co/skk0ntp3ip,1
breaking : # harvey has been downgraded to a maximum strength category 3 hurricane with 125 mph sustained winds .,1
"@kprcmario welcome to houston , way to go after the overpaid "" leader "" of the red cross .",1
@joyannreid which is more disrespectful kneeling during the anthem or ignoring 3.5 . million americans in need in pu https://t.co/oxmytyyrwb,1
i m sure shell blame the gay community like she blamed our gay ex mayor for harvey https://t.co/10nj6jds9p,1
trapped with hurricane irma at the door https://t.co/ogrvxmzkmc,0
@carrieksada @johntdolan have n't had a major hurricane in 7 years . what happened to climate change over those 7 yrs ?,1
a storm of silence : study finds media is largely ignoring link between hurricanes and climate change https://t.co/tjs1tgqaor,1
prayers for our family and the people of puerto rico ! https://t.co/ylbm7ekrg0,1
new yorkers worried as hurricane maria zeroes in on puerto rico ( pls rt ) https://t.co/8wmzf288j7 # cbs2newsat6 # hurricane,0
@cnpalerts i wish we were one of the centerpoint customers whose power has been restored ! no power for over 12 hours # harvey . # centerpoint,0
all u so called celebs moaning about being photographed think of all the poor people in the caribbean and florida .. # irma # jose # getoverit,1
hurricane 's health toll : a texas doctor taps lessons from katrina https://t.co/piohrygpgw via @khnews,0
"if the national weather service said to evacuate nyc , i 'd be out of this shithole before they even finished the announcement .",1
where is @realdonaldtrump the proclaimed defender of us workers when airlines were gouging those fleeing irma not a sinle word was heard,0
financialreview # irma hits florida with catastrophic winds . https://t.co/aikflx6cbs # bsafunds # merchantcashadvance # bluestreakadvances,0
"they 're too worried about trying to # repealandreplace . catastrophe will be there on 10/1 , @realdonaldtrump ? https://t.co/jzfstqkw8u",1
"local maze will benefit hurricane harvey relief , is texas af https://t.co/vwoptgr9ka https://t.co/nqiceu2864",1
@walmart @sears @homedepot we need you to open your doors in puerto rico asap ppl need supplies . help us help puerto rico,1
# breaking : here is a photo of damage at the kings square apartments in corpus christi . ( photo by david h ) https://t.co/wj8ys0ssjr,0
president obama did n't help the victims of hurricane katrina because he was too busy gallivanting around # nambia .,1
report : st. louis cardinals under fbi investigation for hacking houston astros - breitbart https://t.co/wvtssuqfez,0
"@realdonaldtrump could you get off the fucking twitter and help puerto rico they are in a state of emergency ! also , https://t.co/0lnlozjeqh",1
this one going to ca & 25 % of the proceeds are going to # harvey relief ! # texasstrong # flanneryoconnor # quotes https://t.co/vmr9yhpplk,0
@realdonaldtrump election integrity commitee identified chad as a threat . during the 2000 election chad attacked fl https://t.co/yfv6umi32b,1
"jonesshafroth act : act of us congress , signed by pres wilson , created senate of puerto rico , granted us citizenship https://t.co/1ieqeg8kad",0
hurricane irma : the risky task of moving senior citizens to safety : https://t.co/emugcrtmy3,0
"stay at the white house , @realdonaldtrump , and send people and resources to help . no one wants your grandstanding . https://t.co/bbcmm5dk9d",0
@cnnpolitics maybe # mueller can help # hurricaneirma victims as long as we 're paying his salary ! # nomore # budget2017 https://t.co/0l74w6lka5,0
@rebeccaschuld happened to be outside when the storm front hit the east side . impressive winds gusts !,1
"thanks for the lift , @dukeenergy ! crews on standby to help w/ # harvey . i tagged along with linemen to see what they https://t.co/3q4t6ozly9",1
# breaking : hurricane irma 's northern eyewall hits florida keys via @twittermoments https://t.co/yt9rehggmk,0
"@zoeart @julieharden my thoughts r w all hurricane areas . it 's shitty , noisy , scarey but it feels good when the noise stops !",1
thousands of texas students displaced as schools assess storm damage https://t.co/ie70zmxrxt # news https://t.co/rdzi39zpmo,1
the latest them fighting words daily ! https://t.co/vo6laqfyul thanks to @hexacorde @shawnmilli @iiinrt # hurricanemaria # maria,1
"@slateralastair therefore , in all probability , might have cost by potential damage to no 's ability to trade or b https://t.co/zty3guus5h",0
@realdonaldtrump @abel1408 @claytravis racist president allows americans to die . https://t.co/y5ekmpmqdl,1
dc restaurants are selling tropical cocktails to raise money for hurricane relief - washington post : washington https://t.co/atxmkgl59q,1
a storm of silence : study finds media is largely ignoring link between hurricanes and climate change https://t.co/tjs1tgqaor,0
our chief # science officer michael armen with bakeyah nelson of @airalliancehou as we collected data in houston las https://t.co/6i80fclspg,0
.beyonce continues to spread love to her hometown after hurricane harvey https://t.co/t0mrn1frao # hiphop # music # culture,1
harvey victims face temporary housing shortage in houston https://t.co/ggrn3pyesm via @abc13houston,1
"trump : "" hurricane irma ... looking like it 's going to be pretty bad ... "" it 's forecast to flatten florida , its catastrophic , you prick .",1
monster hurricane # irma barrels toward # climatechange deniers ' playground https://t.co/gwbe0yzhdt via @thedailybeast,1
"what ? churches in texas want disaster relief money ... no way ! pay taxes , then we 'll talk i ca n't believe the nerve",0
conservative twitter turns on trump over reports of daca deal with democrats - houston chronicle https://t.co/buelvsxft1,0
"yeah , after all of the sickest are dead . fecal - contaminated water in houses ! where were you & djt a week ago ? pa https://t.co/s06qxvbqow",0
"what ? churches in texas want disaster relief money ... no way ! pay taxes , then we 'll talk i ca n't believe the nerve",1
@evrythingsanail @9news @dpsnewsnow that 's what drives the severity of these unfounded racial accusations . damage w https://t.co/cuej22meqp,1
2012 topps inception devier posey rc houston texans ohio state 037/165 jersey https://t.co/z7ntpoff9l # ohiostate,1
i walked through a hurricane for some wifi . in other words i reached my peak as a millennial,1
rt @joemygod jim bakker : god sent hurricane harvey to punish america for sending jared kushner to israel [ video ] https://t.co/q2axrqpbp7,0
"rt mmda "" mmda alert : stalled vehicle due to mechanical problem at edsa shaw tunnel sb as of 5:42 am . 1 lane occupied . mmda enforcer on site",0
$ 27 million estimated cost of storm debris collection https://t.co/xfuijmpvhv,1
southwest airlines donated a plane to fly homeless animals from # houston . https://t.co/nctld5fkp0 # hurricane,1
"because beautiful large marble slabs are so much more important than , say , donating to hurricane relief in two stat https://t.co/uhzxonyeli",1
here is how to help # puertorico since our idiot in chief wo n't . https://t.co/zzu79ji9bf,0
sensanders : the people puerto rico are suffering . we must act immediately to address this humanitarian crisis . https://t.co/pauigcvy78,1
".@king5seattle @kiro7seattle @komonews @alisonmorrowk5 pls report - no news on orca lolita , abandoned to # irma 's mercy https://t.co/9oywobmna0",0
@foxandfriends photos appear to show toll gates in florida are charging people as they evacuate . please tell me this is n't true .,1
hurricane # hurricanezone # abductees # childabuse # abused # impact # hurricanirma # hospitals # grief https://t.co/6gkblclumc,1
great news @united - love the new non - stop from houston to sydney ! very excited my clients now have this opportunity !,1
how to prepare your home to reduce the risk of wildfire damage - impacting our future https://t.co/9ycgk5hahd,1
my directv went out in the storm on thursday and they ca nt get anyone here until october 3rd . my phone has been ... https://t.co/ijlyhtntgu,1
latest news hurricane irma evacuation : florida running out of time https://t.co/k1svjfaqsn,0
"hotel , gas stations accused of price - gouging hurricane harvey victims september 13 , 2017 at 12:39am https://t.co/dnt0lvfnfa",1
i added a video to a @youtube playlist https://t.co/1mo2vbcv0z # hurricane # irma life style,1
hurricane irma floods downtown miami # hurricaneirma # hurricane # irma # florida # miami # neverforget # pray # rt https://t.co/qdgwzvdy6v,0
@cnn florida has had 128 hurricanesbsince 1900 were they caused by climate change ? hell no dumbasses,1
we are so proud of the # allamericanbeefbattalion and their continued efforts in south texas ! https://t.co/lhgs9hj10x,1
# hurricane # irma : storm hits west coast of # florida https://t.co/t0e5t90bsh https://t.co/v3owemskrh,1
https://t.co/nlijhms9t4 # wrwc2017 wallabies # harvey # hp48 # ausvnzl # motherofallscandals michael hooper national party off the track 91,0
the house just passed an emergency relief package for # hurricaneharvey victims in an overwhelming bipartisan fashio https://t.co/byopqa0v55,1
hurricane harvey spurs bipartisan meeting of texas members of congress https://t.co/rf83pgfotx,1
@redtraccoon @dinnerbeans @realdonaldtrump the lives of everyone in puerto rico are on you . get them help or explai https://t.co/o2jzukliop,1
@news12wc what s up@with the cortlandt town center power outage are you on top of it have nt heard a peep about it from news 12,1
"@cnn please stop making your correspondents stand in the wind to give reports . we get it , it 's a hurricane , it 's windy . # irmaflorida",1
new post ( hurricane irma makes landfall in cuba as category 5 ) has been published on all india news agency - https://t.co/8qkfizzetj,0
the latest green energy thinker daily news ! https://t.co/9nh5va2aup # harvey # readyfor100,0
"@morellaty @slavezero187 @breakingdtrump @realdonaldtrump 3 . make hurricane disaster recovery a game , and insinuat https://t.co/91zchho8wc",0
@mzberryrican https://t.co/1nq3m9n7ed here is the before picture before the damage,1
trump is attacking hurricane victims . i think it 's about time for us to wrap this presidency up .,1
nra people survival index is higher during a category 4 or 5 hurricane because they could shoot the hurricane,0
not the # climatechange orgasm they were praying for ? https://t.co/1ocqyuatq3,0
updates that 90 % of buildings on dominica destroyed by hurricane maria my god https://t.co/xiut0n2hxh,1
"texas man returns to flood - hit home , finds terrifying intruder inside https://t.co/p4afmvnhjn https://t.co/g2nutmmfcb",0
beyonce travels to houston to support hurricane harvey victims - billboard : billboard https://t.co/poymbq0put,1
"@realdonaldtrump @cnn dear potus , please take your meds . should n't you be working , such as providing immeidate aid to puerto rico ?",1
"yeah , after all of the sickest are dead . fecal - contaminated water in houses ! where were you & djt a week ago ? pa https://t.co/s06qxvbqow",1
@realdonaldtrump why r you silent on helping puerto rico ? pr has served the us and served in the military proudly . us citizens . where r u ?,0
does your family have a plan in the event of a flood ? a fire ? a blizzard ? a food shortage ? visit ... https://t.co/tbrdetffav,0
no power in puerto rico and the local sainsbury 's is introducing low - lighting during peak ' power - usage ' times .. # fakewwwarz,1
"griffin returning to hometown : "" it 's special "" # houstontexans https://t.co/8ziw3sfprz",0
@loldalessandro @lin_manuel @chelseaclinton @realdonaldtrump did n't request for aid for texas go in before hurrican https://t.co/kroqvub9ce,0
.@westburyumc is hosting a kids camp for # houston area children whose schools have not reopened . # volunteer here - > https://t.co/dws8uits7k,1
"sacred heart church on pearl ave in lorain accepting donations , canned food , water , flashlights , batteries , hygiene items for puerto rico",0
"@realdonaldtrump @marianorajoy trump , your remarks about puerto rico was full of lies . reports coming out of pr are https://t.co/fnzv9ewmlf",1
@katyperry after a hurricane comes a rainbow - katy perry firework,0
# immigration agents went after irma and oscar in the hospital while their baby awaited surgery . there are no words . https://t.co/a6lt5znt9l,0
a broken tree and fence at the house i stayed at last night - damage appears to be rather minimal # irma https://t.co/3nf2b7a39k,1
"cnn is covering irma live in cuba , thanks @cnn",0
please support below . all our to those affected by # hurricaneharvey https://t.co/9svwyd7tan,0
@davidbegnaud trump is whitewashing the reality of # fema 's inaction in # puertorico . https://t.co/hd4gurxxjv,1
canadian country stars convey sympathy to hurricane victims at awards show https://t.co/jfoam60eag https://t.co/hm9nvux284,0
"@algeedaughterr what about the earthquake on mexico or that currently irma is destroying cuba ? the "" world "" it 's not just the usa # justsaying",1
the state of yer man beside trump ! https://t.co/fsypom6qak,0
"@andy they were covering the hurricane , but thanks for venting .",1
"refugio , tx took a hard hit from # harvey https://t.co/lksbjap69z",1
"hurricane irma barrels toward u.s. , threatening to engulf florida https://t.co/thzvm50myi",0
superstar of the day reashelle ! helping houston and rocking it!@dani_c_clarke @1sherredavis ! # d78strong https://t.co/6tqy32btmg,1
"@houstonchron way to go , # qatar ! # weareqatar , # westandwithqatar- https://t.co/04egvq9egq the people of # houston & https://t.co/pvdfvevyga",1
@alt_uscis @realdonaldtrump bet he still claims hurricane relief,0
new # video emerges from moment of # maria landfall from the weather channel https://t.co/gm5acke4mo https://t.co/1hjnmexjsq,0
"marriott boat refuses to rescue non - guests , tourists stranded in hurricane irma https://t.co/njmapch24l",1
i hope texas aid is nt held up by senate nincompoops the way hurricane sandy aid was . https://t.co/dtsz0mfov3,0
"3 rats in l4 asda area robbing cars vans taxis an houses , be alert people",0
breaking : # hurricanemaria is now category five https://t.co/yruco6hi20,0
i liked a @youtube video https://t.co/gxnxqlakgq outside in hurricane irma live ! ! 80 + mph wind !,1
"stay at the white house , @realdonaldtrump , and send people and resources to help . no one wants your grandstanding . https://t.co/bbcmm5dk9d",1
how to pronounce hog fucked rt https://t.co/kdncfolvzx # motorcycle # copyright # pickup # flood # becomelost # exclude # roma,0
"8927 spurflower path ln , houston , tx 77075 , $ 179,000 3 beds , 2 baths https://t.co/9974q55ql7",0
our hurricane - hit islands deserve aid . the rules that block it are wrong |the guardian . oecd imf world bank https://t.co/g6o3jouiou,1
irs issues warning : beware of fake charity scams relating to hurricane harvey . https://t.co/sfrwkok62v,1
here 's why putting a quarter in a cup of frozen water could save your life during a hurricane https://t.co/gl6nqr0t9r,0
@realdonaldtrump @potus again excited by a monster hurricane . will be there to help ? hmm - more photo ops and travel ?,1
the aiken county board of education just voted to approve october 23 and january 3 as make - up days for time missed https://t.co/znrg1jjhsn,0
"irma hurricane mon , 11 sep 2017 04:00:00 cdt",1
new york city news search ( fla. sheriff sued for blunt tweets to fugitives during irma ) new york city news & ... - https://t.co/qndwqpaa6p,1
i liked a @youtube video https://t.co/qchwzvlrq9 rise and fall of whitney houston,1
please pray for this 3 year old little girl fighting for her life in failure at a houston hospital . # camille https://t.co/xluz1acl4y,0
"for references of the armor : blazon , storm ranger and silks https://t.co/dtwgzpcyup",1
power of people ! every time disasters hit developing countries https://t.co/5oorqe8t46,0
the san jacinto river at hwy 59/fm 1960 at its bank . pic taken at 3 pm sat . 8/26/17 # harvey # txwx @abc13houston https://t.co/p78qmn8guj,0
here is how to help # puertorico since our idiot in chief wo n't . https://t.co/zzu79ji9bf,1
billionaire 's wine cellar keeps him safe amid irma https://t.co/gtfjxuxqc6,1
"@sara_sullivan69 thanks for the follow , sara . are you in fl now ? following # irma news - crazy . stay safe .",0
( hilary duff shares heartbreaking story of her goddaughter escaping hurricane harvey ... ) has been published on - https://t.co/fuzzuujg2o,0
watching the sun rise over nrg stadium getting ready for the houston texans running of the bulls ! ! be on https://t.co/d79vnjtctd,0
what a 10 % chance of storms looks like . that one storm is in # louisville though and will impact evening plans . https://t.co/0hi73kob9s,1
@justinraimondo trillions for war not a cent for hurricane relief !,0
"as he enters hall , mcgrady thinking of family , friends impacted by hurricane harvey https://t.co/g1obo2xhwv",0
why hurricane harvey wo nt derail the us economy - ing https://t.co/9osfth2vbe # fx # trading,1
trumpler is trying to use hurricane irma to speed up tax cuts for the rich - https://t.co/ytwmmijgbe,0
no hurricane has ever scared me ! irma has me shook,1
miami beach congresswoman : number of people who wo n't evacuate is ' terrible ' https://t.co/j60viv2cgz # newsandpolitics via @pjmedia_com,0
tropical storm warning for gordon county in ga . gordon county emergency management,1
ml 2.6 dodecanese is.-turkey border reg : magnitude ml 2.6 region dodecanese is.-turkey https://t.co/b0yibctffb https://t.co/ufxpb2o3yn,1
rush limbaugh evacuates florida floated unfounded theories about hurricane irma # hypocrisy # coward # hurricaneirma https://t.co/5quhbvgafc,1
"hurricane irma has made multiple landfalls in florida , leaving lives and property in shambles while the worst is ... https://t.co/28lu1muayn",1
""" 5-foot robotic snake is designed to find the source of pollution in contaminated water "" https://t.co/xkbb74a8a4 # mashable # news",0
@lindachilders1 the worst part about this is when irma hit and pr was n't hurt by it they were the first to jump in https://t.co/ha0x0m6bmy,0
police removing homeless from the streets of miami as hurricane irma approaches https://t.co/a94djqjsmo,0
@tweether _ hurricane maria was category 3 and then became category 5 . all the world 's best were working on it . deal https://t.co/lwq7cemjuk,0
video shows heartbreaking devastation from hurricane # irma on u.s. virgin islands : https://t.co/pms1ymzyhk,1
our customer @rescueglobal requested 2 of our experienced paramedics this week to deploy to the caribbean to support their pathfinder team .,0
trump 's budget would cut superfund et al programs by 36 percent and 25 percent https://t.co/zbdqc306yu,1
"sheriff to usa : "" do n't shoot at the hurricane "" . oh ' merica https://t.co/itoxltysvt",0
5 disaster recovery tips : learning from hurricanes https://t.co/ppzl24ge29 via @networkcomputin # disasterrecovery https://t.co/tisp2fybxh,0
preparing digital forms of important documents for an emergency : it 's scary simple | fema # hurricaneirma https://t.co/lfanr3hkmm,1
hey ! trump ! why are you blaming the people of puerto rico for their horrible situation ? ! https://t.co/e3dk8hrb6r,0
the crisis in puerto rico was almost totally ignored on sunday 's talk shows https://t.co/hraqnql7r6 # news,1
"if the un were anything other than a talking shop , it 'd have a fleet on standby for evacuations , rescue , medical ai https://t.co/mjvmqryfuq",0
"so 5 former presidents heed the call for action after a crisis , while # 45 is talking debt level to folks with no po https://t.co/utqvhd3hyc",0
the military gets $ 700 billion while us citizens sit in the dark . fuck out of here . https://t.co/bp2qsvjjvf,1
cpe jll facilitates sale of rail - served property in houston https://t.co/cio8dkxjwb,0
experiencing major wind gusts since 9:00pm last night not out of the woods yet go away irma . go away!#irma https://t.co/kt17ewobww,1
she 's referring to the scale of the tragedy and water level https://t.co/6coticjydk,0
if all humans have food security it would be amazing . not just disaster relief . plus education for kids . i have dreams . prayers .,0
southwest airlines flew a plane full of puppies to help them escape from # hurricaneharvey https://t.co/yy7wlhsgkc,1
# mashable photos reveal dire situation unfolding in puerto rico after hurricane maria https://t.co/hlsdrbcqb9,0
"@ivettesosat2 @bianchiweather pic1 no rain in .ca , storms move anomalously pic2 visiblesat @noon : storms in the pa https://t.co/ibx2dou93x",1
radioactively contaminated water from japan 's damaged fukushima nuclear reactor may have leaked https://t.co/ytli2pxrse,0
locals surf in tsunami zone as hurricane irma slams into florida - infowars ( alex jones channel ) https://t.co/bqfk5j5vap # infowars # alexjo,0
"# woodtelevision houston braces for new flooding , chemical plant burns anew . read blog : https://t.co/hwrn6kmsyg",1
capturas : join the cw family to raise donations for the victims of hurricane harvey https://t.co/coctkztc57 https://t.co/35iq35iztu,0
"sorry for the bit of silence , was riding out the hurricane ( technically still am through today )",1
.@realsamplesize pays homage to the military ( and their efforts in houston ) with this look . deets here : https://t.co/oisyym14yg,1
here are the 4 things you need to know about # harvey # harvey2017 # hurricaneharvey2017 @weatherchannel https://t.co/li9amjmocn,0
retweeted eric fisher ( @ericfisher ) : track for # maria generally unchanged at 5 pm . outer banks definitely should ... https://t.co/j3ilpewnfz,1
category 5 hurricane # prayforpuertorico,0
"no news , but ck noaa advanced hydrologic prediction serv @ https://t.co/0wzbftvggt ck water & river obs encouraging . ponce hurricane maria",0
@nat_fernandez95 pets usually are the first to self evacuate ... animal instincts . # sundaymorning # hurricaneirma,0
"# irma i do n't know what all the fuss is about ! great storm ' 87 120 mph max gust in uk , 135 mph in france . https://t.co/yksemzyvkw",0
# beyonc # teams up with # houston # pastor to help # harvey survivors - nbc news # smartnews https://t.co/evtgmukyqu,0
https://t.co/1d0om3hoph car - centric houston struggles after loss of countless autos # headlinesapp,1
the new goes-16 satellite is great ! check out the evolution of hurricane # harvey through infrared imagery as it app https://t.co/3pa9wzn1h2,0
"very excited to have alienated a whole new group of people , the # nfl . dumn # media stopped talking about # maria & https://t.co/9fz939npep",1
drain has apparently run out of drain for today . # maria https://t.co/2jsfioilha,1
https://t.co/18q5w1w4qa : myanmar says security forces told to avoid collateral damage in rakhine state https://t.co/bclwkxb6y7,0
multiple gop congresscritters from texas voted against harvey relief https://t.co/hdssrwrwbw,1
actor liev schreiber adopts two dogs displaced by hurricane harvey https://t.co/am4jpcrzro via @houstonchron,0
"hurricane happens , trump is the disaster . https://t.co/ixmabq5mwa",1
@lindachilders1 the worst part about this is when irma hit and pr was n't hurt by it they were the first to jump in https://t.co/ha0x0m6bmy,1
"# news : moving north : northern florida , georgia now face flood risk https://t.co/q65fatkavn",1
@cnn maybe she 'll donate profit to hurricane victims . i doubt it,1
@octopuscaveman @theboydp hurricane traffic hurricane waiting hurricane acne hurricane heartbreak hurricane mucus https://t.co/4drihofmqb,1
the latest medical and cfr news ! https://t.co/62whvceddq thanks to @oncologynursing @emsblogs # irma # flprepares,1
@dloesch they should have been in houston during # hurricaneharvey everyone helping everyone,0
people have made connections between jesus sleeping in the boat during the storm and the prodigal son to the story of jonah # bumcrefuel,0
he has a budget in mind other than death and taxes ? https://t.co/jokovgbmug,1
kim jong un issues provocative warning in response to new sanctions : [ trump ] will face results beyond his expectat https://t.co/qh1tjbilcf,0
"to register online with the @cityofdallas to volunteer to help # harvey evacuees , click this link : https://t.co/zlkxbmdora .",0
"hampton , nh * power outage * unitil is reporting a small outage affecting approximately 75 customers in hampton .... https://t.co/lj2tcwujdr",1
"update : 5 - 10 + inches of overnight rain expected for parts of houston , nws says https://t.co/d21k2xlhze",0
hurricane irma got everybody like : https://t.co/a85d4jrv1u,1
"big crowd in plano to see release of harvey the hawk , who went viral after seeking refuge in a cab during hurricane https://t.co/xxi2e3wokq",1
them hurricane bots https://t.co/5bagjwnswi,1
many of the ppl in tx and fl affected by the hurricanes were hispanic . https://t.co/qtefdynmq8,1
texas culture is everyone freaking out and posting snaps of the rain,0
hurricane rebuilding in u.s. drives push to ease softwood tariffs https://t.co/xjwyfcquo7 # wood # softwood # lumber https://t.co/dlvhcux3er,0
trump 's biggest fans think he saved kittens from a hurricane - youtube read more ... https://t.co/vootjdggyz https://t.co/tbwajieahs,1
what the fuck there s another hurricane????hurricane maria ? that s like 3 hurricanes in a span of a month that s fuckin crazy,1
# fbi warns public of potential rise in charity # scams that exploit ppls pockets & generosity in # harvey aftermath https://t.co/17zigegoiu,0
"houston has done a great job coming together to rebuild , but this will be a marathon , not a sprint . let 's stay https://t.co/titmahkyk6",0
666 ave of the americas the avenue bearing the entrance of christ into the world ; let the rivers of bilge rise # mpy # hurricanemaria,0
harvey was so devastating partially because the storm moved so slowly . climate change science predicted this . https://t.co/2miqg4qhdm,1
""" houstons floodwaters are tainted with toxins , testing shows "" via nyt https://t.co/unvzng2zgk",1
